id,title,Release Year,runtime,Budget,CPI budget,Budget Type,revenue,genres
8077,Alien³,1992,114,$50000000,$48691000,Mid,$159773545,"Science Fiction, Action, Horror"
679,Aliens,1986,137,$18500000,$28748601,Mid,$183316455,"Action, Thriller, Science Fiction"
20856,Aliens in the Attic,2009,86,$45000000,$205955257,High,$57881056,"Adventure, Comedy, Family, Fantasy, Science Fiction"
440,Aliens vs Predator: Requiem,2007,94,$40000000,$41358063,Mid,$130290885,"Fantasy, Action, Science Fiction, Thriller, Horror"
399579,Alita: Battle Angel,2019,122,$170000000,$276689381,High,$404980543,"Action, Science Fiction, Adventure"
7305,Alive,1993,127,$32000000,$31976889,Mid,$36733909,"Adventure, Drama, Thriller"
23706,All About Steve,2009,99,$15000000,$68651752,Mid,$40105542,Comedy
13950,All About the Benjamins,2002,95,$14000000,$26035643,Mid,$25482931,"Action, Adventure, Comedy"
672815,ALL COPS AIN'T BAD,2020,61,$100000,$239102,Low,$350000,Comedy
11497,All Dogs Go to Heaven,1989,89,$13800000,$8432447,Low,$27100027,"Drama, Animation, Family, Comedy, Fantasy"
402529,All Eyez on Me,2017,139,$40000000,$55387284,Mid,$44922302,"History, Drama, Music"
345923,All I See Is You,2017,110,$30000000,$41540463,Mid,$646946,"Mystery, Thriller, Drama"
152747,All Is Lost,2013,106,$9000000,$18122020,Low,$6108720,"Action, Adventure, Drama"
632322,All My Life,2020,93,$25000000,$59775505,Mid,$2000000,"Romance, Drama"
16858,All That Jazz,1979,123,$12000000,$3144910,Low,$37823676,Drama
1717,All the King's Men,2006,125,$55000000,$50287259,Mid,$9450897,"Drama, Thriller"
446791,All the Money in the World,2017,132,$50000000,$69234105,Mid,$56996304,"Crime, History, Thriller"
891,All the President's Men,1976,138,$8500000,$4364105,Low,$70600000,"Drama, History, Mystery, Thriller"
31668,All the Queen's Men,2001,99,$15000000,$15654706,Low,$23000,"Action, Comedy, Drama, History, War"
13132,All the Real Girls,2003,108,$2500000,$3248240,Low,$548712,"Drama, Romance"
18172,All the Right Moves,1983,91,$5600000,$5141688,Low,$17233166,"Romance, Drama"
262504,Allegiant,2016,120,$110000000,$257175088,High,$179246868,"Adventure, Science Fiction, Action, Mystery"
369885,Allied,2016,124,$85000000,$198726205,High,$119520023,"Action, Drama, War, Romance, Thriller"
696137,Al-Majhoul,1984,90,$10000,$6859,Low,$10000,"Drama, Thriller"
25943,Almost an Angel,1990,95,$25000000,$13660379,Low,$6939946,Comedy
340402,Almost Christmas,2016,111,$17000000,$39745241,Mid,$42487325,"Comedy, Drama"
786,Almost Famous,2000,124,$60000000,$52407164,Mid,$47386287,"Drama, Music"
14342,Almost Heroes,1998,90,$30000000,$57003767,Mid,$6100000,"Adventure, Comedy, Western"
251321,Aloft,2014,112,$8000000,$14545597,Low,$53086,Drama
222936,Aloha,2015,105,$37000000,$919961795,High,$26250020,"Drama, Comedy, Romance"
47178,"Aloha, Bobby and Rose",1975,88,$60000,$19356,Low,$35000000,"Drama, Romance, Action"
12142,Alone in the Dark,2005,98,$20000000,$17387240,Low,$12693645,"Action, Fantasy, Horror"
18206,Alone With Her,2006,78,$1000000,$914314,Low,$10018,"Crime, Drama, Thriller"
2043,Along Came a Spider,2001,104,$60000000,$62618824,Mid,$105178561,"Crime, Mystery, Thriller, Action"
5966,Along Came Polly,2004,90,$42000000,$46271612,Mid,$178311729,"Comedy, Romance"
399360,Alpha,2018,97,$51000000,$61584711,Mid,$35808437,"Adventure, Drama"
12819,Alpha and Omega,2010,88,$20000000,$35968867,Mid,$50500000,"Animation, Family, Comedy, Adventure, Romance"
7457,Alpha Dog,2006,122,$9500000,$8685981,Low,$32400000,"Crime, Drama, Thriller"
11542,Altered States,1980,102,$15000000,$3265349,Low,$19853892,"Horror, Science Fiction, Thriller"
1425464,Altyn (Alekisok),2023,67,$10000,$7165,Low,$13574,Action
6477,Alvin and the Chipmunks,2007,92,$60000000,$62037094,Mid,$361366633,"Comedy, Family, Fantasy, Animation"
55301,Alvin and the Chipmunks: Chipwrecked,2011,87,$75000000,$70074594,High,$342695435,"Comedy, Fantasy, Family, Music, Animation"
258509,Alvin and the Chipmunks: The Road Chip,2015,92,$90000000,$2237744907,High,$233755553,"Adventure, Animation, Comedy, Family"
23398,Alvin and the Chipmunks: The Squeakquel,2009,88,$75000000,$343258761,High,$443140005,"Comedy, Family, Animation, Fantasy, Music"
11352,Always,1989,122,$31000000,$18942454,Low,$74134790,"Romance, Fantasy, Drama"
279,Amadeus,1984,161,$18000000,$12345312,Low,$51973029,"History, Music, Drama"
763285,Ambulance,2022,136,$40000000,$14742466,Low,$51783040,"Thriller, Action"
8915,Amelia,2009,111,$40000000,$183071339,High,$19643086,"Adventure, Drama"
276918,America: Imagine the World Without Her,2014,103,$5000000,$9090998,Low,$14444502,Documentary
489931,American Animals,2018,117,$3000000,$3622630,Low,$2847319,"Drama, Crime, Documentary"
415842,American Assassin,2017,112,$33000000,$45694509,Mid,$67200000,"Action, Thriller"
14,American Beauty,1999,122,$15000000,$20220442,Mid,$356296601,Drama
9310,American Dreamz,2006,107,$17000000,$15543335,Low,$7314027,"Comedy, Drama"
548786,American Dresser,2018,97,$2000000,$2415087,Low,$2231,"Adventure, Drama"
4982,American Gangster,2007,157,$100000000,$103395157,High,$266465037,"Drama, Crime"
2768,American Gigolo,1980,117,$5000000,$1088450,Low,$52700000,"Crime, Drama, Mystery"
838,American Graffiti,1973,110,$777000,$370973,Low,$140000000,"Comedy, Drama"
73,American History X,1998,119,$20000000,$38002511,Mid,$23875127,Drama
340485,American Honey,2016,163,$3500000,$8182844,Low,$2290649,Drama
168672,American Hustle,2013,138,$40000000,$80542312,High,$251171807,"Drama, Crime"
337170,American Made,2017,115,$50000000,$69234105,Mid,$133511855,"Action, Comedy, Crime, Drama, Thriller"
12500,American Ninja,1985,95,$1000000,$831873,Low,$10499694,Action
13496,American Outlaws,2001,94,$35000000,$36527647,Mid,$13678913,"Western, Action"
2105,American Pie,1999,95,$11000000,$14828324,Low,$235483004,"Comedy, Romance"
2770,American Pie 2,2001,108,$30000000,$31309412,Mid,$287553595,"Comedy, Romance"
8277,American Pie Presents: Beta House,2007,89,$10000000,$10339516,Low,$18610260,Comedy
26123,American Pie Presents: The Book of Love,2009,93,$8000000,$36614268,Mid,$5021219,Comedy
1359,American Psycho,2000,102,$7000000,$6114169,Low,$34266564,"Thriller, Drama, Crime"
71552,American Reunion,2012,113,$50000000,$71267387,High,$234989584,Comedy
190859,American Sniper,2014,133,$58800000,$106910138,High,$542307423,"War, Action"
2771,American Splendor,2003,101,$2000000,$2598592,Low,$6003587,"Comedy, Drama"
261392,American Ultra,2015,96,$28000000,$696187304,High,$27139524,"Comedy, Action"
8273,American Wedding,2003,103,$55000000,$71461277,High,$231449203,"Comedy, Romance"
11467,America's Sweethearts,2001,102,$64400000,$67210871,Mid,$138191428,"Comedy, Romance"
11831,Amistad,1997,155,$36000000,$45422152,Mid,$44229441,"Drama, History, Mystery"
16235,Amityville II: The Possession,1982,104,$5000000,$2405252,Low,$12534817,Horror
664469,Amsterdam,2022,134,$80000000,$29484933,Mid,$31245810,"Mystery, History, Thriller"
13803,Amusement,2008,85,$6000000,$4609713,Low,$170255,"Horror, Mystery"
78149,"An Alan Smithee Film: Burn, Hollywood, Burn",1998,86,$10000000,$19001256,Low,$45779,Comedy
13948,An American Carol,2008,83,$20000000,$15365711,Low,$7000000,"Comedy, Fantasy"
10008,An American Haunting,2005,83,$14000000,$12171068,Low,$29612137,"Horror, Thriller, Mystery"
4978,An American Tail,1986,80,$9000000,$13985806,Low,$84542002,"Drama, Family, Animation, Adventure"
814,An American Werewolf in London,1981,97,$10000000,$2853998,Low,$31973249,"Comedy, Horror"
9406,An American Werewolf in Paris,1997,98,$22000000,$27757982,Mid,$26570463,"Horror, Comedy"
22279,An Awfully Big Adventure,1995,113,$4000000,$4205467,Low,$851545,"Romance, Drama, Comedy"
24684,An Education,2009,100,$7500000,$34325876,Mid,$26096852,"Drama, Romance"
24137,An Ideal Husband,1999,97,$14000000,$18872413,Low,$18535191,"Drama, Comedy, Romance"
432602,An Inconvenient Sequel: Truth to Power,2017,100,$1000000,$1384682,Low,$5398976,Documentary
1781,An Inconvenient Truth,2006,100,$1000000,$914314,Low,$46243000,Documentary
2623,An Officer and a Gentleman,1982,124,$7500000,$3607878,Low,$129795554,"Drama, Romance"
1947,An Unfinished Life,2005,108,$30000000,$26080860,Mid,$18618284,Drama
38731,An Unmarried Woman,1978,124,$2515000,$972099,Low,$24000000,"Drama, Romance, Comedy"
9360,Anaconda,1997,89,$45000000,$56777690,Mid,$136885767,"Adventure, Horror, Thriller"
9932,Analyze That,2002,96,$60000000,$111581326,High,$55003135,"Comedy, Crime"
9535,Analyze This,1999,103,$80000000,$107842360,High,$176885658,"Comedy, Crime"
9444,Anastasia,1997,94,$53000000,$66871501,Mid,$139804348,"Animation, Family, Fantasy, Adventure"
109443,Anchorman 2: The Legend Continues,2013,119,$50000000,$100677890,High,$173649015,Comedy
8699,Anchorman: The Legend of Ron Burgundy,2004,95,$26000000,$28644331,Mid,$90574188,Comedy
9267,And Now for Something Completely Different,1971,88,$100000,$68709,Low,$7000,Comedy
253235,And So It Goes,2014,94,$18000000,$32727593,Mid,$25312387,"Comedy, Drama, Romance"
5852,Angel Eyes,2001,102,$53000000,$55313295,Mid,$29700000,"Drama, Romance, Thriller"
423204,Angel Has Fallen,2019,122,$40000000,$65103384,Mid,$146661977,"Action, Thriller"
635,Angel Heart,1987,113,$17000000,$13682921,Low,$17186348,"Horror, Mystery"
10397,Angela's Ashes,1999,145,$50000000,$67401475,Mid,$13042112,Drama
13448,Angels & Demons,2009,138,$150000000,$686517523,High,$485930816,"Thriller, Mystery"
24795,Angels in the Outfield,1994,102,$31000000,$35067049,Mid,$50236831,"Comedy, Family, Fantasy"
9506,Anger Management,2003,106,$75000000,$97447196,High,$195745823,Comedy
1288132,Animal Behaviour,1989,88,$3500000,$2138664,Low,$41526,"Comedy, Romance"
315064,Animal Crackers,2017,105,$17000000,$23539596,Mid,$13285512,"Comedy, Animation, Adventure"
9791,Animal Factory,2000,91,$3600000,$3144430,Low,$43805,"Crime, Drama"
8469,Animal House,1978,109,$2700000,$1043606,Low,$141000000,Comedy
44629,Animal Kingdom,2010,113,$5000000,$8992217,Low,$1000000,"Crime, Drama"
227700,Anna,2013,99,$4357373,$8773822,Low,$1200000,"Thriller, Drama"
1439,Anna and the King,1999,148,$75000000,$101102212,High,$113996937,"Drama, Romance, History"
50512,Anna Karenina,1997,108,$35000000,$44160425,Mid,$858553,"Drama, Romance"
250546,Annabelle,2014,99,$6500000,$11818298,Low,$257047661,Horror
521029,Annabelle Comes Home,2019,106,$30000000,$48827538,Mid,$231252591,"Horror, Mystery, Thriller"
396422,Annabelle: Creation,2017,110,$15000000,$20770232,Mid,$306515884,"Horror, Mystery, Thriller"
13275,Annapolis,2006,108,$26000000,$23772159,Mid,$17496992,"Drama, Action"
424277,Annette,2021,140,$15500000,$9731591,Low,$3642692,"Drama, Romance"
196867,Annie,2014,119,$65000000,$118182975,High,$133821816,"Comedy, Drama, Family"
15739,Annie,1982,127,$35000000,$16836763,Low,$57059003,"Comedy, Drama, Family"
703,Annie Hall,1977,93,$4000000,$1814622,Low,$38288028,"Comedy, Drama, Romance"
300668,Annihilation,2018,115,$40000000,$48301734,Mid,$43070915,"Science Fiction, Horror"
291270,Anomalisa,2015,90,$8000000,$198910658,High,$5659286,"Animation, Drama, Romance, Comedy"
396806,Anon,2018,100,$20000000,$24150867,Mid,$1197741,Science Fiction
61891,Anonymous,2011,130,$30000000,$28029837,Mid,$15395087,"Drama, History, Thriller"
11595,Another 48 Hrs.,1990,95,$38000000,$20763776,Mid,$153518974,"Thriller, Action, Comedy, Crime, Drama"
378107,Another Day of Life,2018,86,$5000000,$6037717,Low,$134801,"Animation, Documentary, History"
55420,Another Earth,2011,92,$100000,$93433,Low,$1938783,"Drama, Science Fiction"
12795,Another Gay Movie,2006,92,$500000,$457157,Low,$745327,"Comedy, Romance"
60422,Another Happy Day,2011,119,$4000000,$3737312,Low,$355688,"Comedy, Drama"
9409,Another Stakeout,1993,105,$30000000,$29978333,Mid,$30000000,"Comedy, Crime, Action"
44009,Another Year,2010,129,$8000000,$14387547,Low,$18124262,"Drama, Comedy"
627290,Antebellum,2020,105,$15000000,$35865303,Mid,$7060384,Horror
483981,Anthony Joshua vs. Carlos Takam,2017,90,$5000000,$6923411,Low,$34134173,Action
17609,Antichrist,2009,108,$11000000,$50344618,Mid,$791867,"Drama, Horror, Thriller"
9989,Antitrust,2001,108,$30000000,$31309412,Mid,$18195610,"Action, Crime, Drama"
516329,Antlers,2021,99,$17000000,$10673358,Low,$18867659,"Drama, Horror, Mystery"
102899,Ant-Man,2015,117,$130000000,$3232298199,High,$519311965,"Science Fiction, Action, Adventure"
363088,Ant-Man and the Wasp,2018,119,$140000000,$169056068,High,$622674139,"Action, Adventure, Science Fiction"
640146,Ant-Man and the Wasp: Quantumania,2023,125,$200000000,$143308199,High,$476071180,"Action, Adventure, Science Fiction"
13435,Antwone Fisher,2002,120,$12500000,$23246110,Mid,$23367586,"Drama, Romance"
8916,Antz,1998,83,$60000000,$114007534,High,$171757863,"Adventure, Animation, Comedy, Family"
679681,Anxious America,2019,68,$10000,$16276,Low,$40000,Documentary
9563,Any Given Sunday,1999,162,$55000000,$74141622,High,$100230832,Drama
17169,Any Which Way You Can,1980,115,$15000000,$3265349,Low,$70687344,"Action, Adventure, Comedy"
21349,Anywhere but Here,1999,114,$23000000,$31004678,Mid,$18653615,"Drama, Comedy, Romance"
160070,Apartment 1303 3D,2012,101,$5000000,$7126739,Low,$3377891,Horror
5333,Apartment Zero,1989,124,$4000000,$2444188,Low,$670774,"Thriller, Drama"
1219784,Apex Legends: The Movie,2023,192,$175000000,$125394674,High,$106460919,"Action, Science Fiction"
28,Apocalypse Now,1979,147,$31500000,$8255390,Low,$150000000,"Drama, War"
1579,Apocalypto,2006,139,$40000000,$36572552,Mid,$120673227,"Action, Drama, History"
568,Apollo 13,1995,140,$52000000,$54671075,Mid,$355237933,"Drama, History"
50357,Apollo 18,2011,86,$5000000,$4671640,Low,$25562924,"Horror, Thriller, Science Fiction"
473309,Apostasy,2017,94,$500000,$692341,Low,$434336,Drama
12690,Appaloosa,2008,115,$20000000,$15365711,Low,$20211394,"Drama, Western, Crime"
672681,April 15th,2019,112,$1500,$2441,Low,$7500,"Drama, Romance, Mystery"
9445,Apt Pupil,1998,107,$14000000,$26601758,Mid,$8863193,"Drama, Thriller"
13158,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,86,$750000,$775464,Low,$5500000,"Animation, Comedy"
297802,Aquaman,2018,143,$160000000,$193206935,High,$1148528393,"Action, Adventure, Fantasy"
14191,Aquamarine,2006,104,$12000000,$10971766,Low,$23006849,"Fantasy, Romance, Family, Comedy"
6488,Arachnophobia,1990,109,$31000000,$16938870,Low,$53208180,"Comedy, Horror"
60599,Arbitrage,2012,100,$12000000,$17104173,Low,$35485056,"Drama, Thriller"
453755,Arctic,2018,98,$2000000,$2415087,Low,$4100000,Drama
11637,Are We There Yet?,2005,95,$32000000,$27819584,Mid,$97918663,"Family, Adventure, Comedy, Romance"
555285,"Are You There God? It's Me, Margaret.",2023,107,$30000000,$21496230,Mid,$21826840,"Comedy, Drama"
57876,Area 51,2015,91,$5000000,$124319162,High,$7556,"Horror, Science Fiction, Mystery"
68734,Argo,2012,120,$44500000,$63427975,Mid,$232325503,"Drama, Thriller"
1073,Arlington Road,1999,117,$31000000,$41788914,Mid,$41067311,"Crime, Drama, Thriller, Mystery"
95,Armageddon,1998,151,$140000000,$266017580,High,$553799566,"Action, Thriller, Science Fiction, Adventure"
615952,Armageddon Time,2022,114,$15000000,$5528425,Low,$6100000,Drama
2620,Armed and Dangerous,1986,88,$12000000,$18647741,Low,$15945534,"Action, Comedy, Crime"
67305,Armed Response,1986,86,$1500000,$2330968,Low,$1300000,"Action, Thriller"
4597,Armored,2009,88,$20000000,$91535670,High,$22942221,"Action, Crime, Drama, Thriller, Mystery"
210994,Army Daze,1996,84,$507000,$510169,Low,$1160000,Comedy
766,Army of Darkness,1992,81,$11000000,$10712020,Low,$21502976,"Fantasy, Horror, Comedy"
503736,Army of the Dead,2021,148,$90000000,$56506012,Mid,$190700000,"Action, Crime, Drama, Horror, Science Fiction, Thriller, Fantasy"
796499,Army of Thieves,2021,127,$30000000,$18835337,Low,$46900000,"Action, Thriller, Crime, Comedy"
10204,Around the World in 80 Days,2004,120,$110000000,$121187556,High,$72178895,"Action, Adventure, Comedy"
1203698,Arrietty (UK),2011,95,$23000000,$21489542,Mid,$146000000,Animation
329865,Arrival,2016,116,$47000000,$109883901,High,$203388186,"Drama, Science Fiction, Mystery"
13665,Arthur,1981,97,$7000000,$1997798,Low,$95461682,"Comedy, Drama, Romance"
49012,Arthur,2011,110,$40000000,$37373117,Mid,$48147945,"Comedy, Romance"
9992,Arthur and the Invisibles,2006,94,$86000000,$78630987,High,$107944236,"Adventure, Fantasy, Animation, Family"
25269,Article 99,1992,100,$18000000,$17528760,Low,$6375979,Drama
256274,"As Above, So Below",2014,93,$5000000,$9090998,Low,$41900000,"Horror, Thriller"
2898,As Good as It Gets,1997,139,$50000000,$63086322,Mid,$314178011,"Drama, Comedy, Romance"
624385,Ascendant,2021,101,$20000000,$12556892,Low,$318989,"Mystery, Science Fiction, Thriller"
446101,Assassination Nation,2018,108,$7000000,$8452803,Low,$2900000,"Thriller, Horror, Comedy"
18176,Assassination of a High School President,2008,93,$11500000,$8835284,Low,$69564,"Comedy, Crime"
9691,Assassins,1995,132,$50000000,$52568342,Mid,$30303072,"Action, Adventure, Crime, Thriller"
121856,Assassin's Creed,2016,116,$125000000,$292244419,High,$240697856,"Action, Adventure, Science Fiction"
8978,Assault on Precinct 13,2005,109,$30000000,$26080860,Mid,$35294470,"Thriller, Action, Adventure, Crime"
747188,Asteroid City,2023,105,$25000000,$17913525,Low,$47281670,"Comedy, Drama"
16577,Astro Boy,2009,94,$10000000,$45767835,Mid,$19551067,"Animation, Action, Family, Science Fiction"
13715,At Close Range,1986,111,$6500000,$10100860,Low,$2347000,"Crime, Drama, Thriller"
4704,At Long Last Love,1975,125,$6000000,$1935565,Low,$1500000,"Comedy, Music, Romance"
51515,At Play in the Fields of the Lord,1991,189,$36000000,$25072919,Mid,$1345903,"Drama, Romance"
876254,At the Mountains of Madness,2021,69,$2000,$1256,Low,$12000,Horror
13960,ATL,2006,105,$20000000,$18286276,Low,$21170563,"Drama, Comedy, Mystery"
866362,ATL 2: The Homecoming,2021,115,$3000000,$1883534,Low,$31200000,"Drama, Comedy, Mystery"
23954,Atlantic City,1980,104,$7200000,$1567368,Low,$12729675,"Crime, Drama, Romance"
10865,Atlantis: The Lost Empire,2001,95,$120000000,$125237648,High,$186053725,"Animation, Family, Adventure, Science Fiction"
199933,Atlas Shrugged Part III: Who Is John Galt?,2014,99,$5000000,$9090998,Low,$846704,"Drama, Science Fiction, Mystery"
56780,Atlas Shrugged: Part I,2011,97,$15000000,$14014919,Low,$4627375,"Drama, Thriller, Science Fiction, Mystery"
89691,ATM,2012,91,$3000000,$4276043,Low,$921752,"Horror, Thriller"
341013,Atomic Blonde,2017,115,$30000000,$41540463,Mid,$100014025,"Action, Thriller"
4347,Atonement,2007,123,$30000000,$31018547,Mid,$131016624,"Drama, Romance"
59678,Attack the Block,2011,88,$14350531,$13408102,Low,$3964682,"Action, Comedy, Science Fiction"
5123,August Rush,2007,114,$25000000,$25848789,Mid,$66122026,"Family, Drama, Music"
152737,August: Osage County,2013,121,$25000000,$50338945,Mid,$74188937,"Comedy, Drama"
156711,Austenland,2013,97,$4900000,$9866433,Low,$2159041,"Comedy, Romance"
818,Austin Powers in Goldmember,2002,93,$63000000,$117160393,High,$296938801,"Comedy, Crime, Science Fiction"
816,Austin Powers: International Man of Mystery,1997,94,$16500000,$20818486,Mid,$67711748,"Science Fiction, Comedy, Crime"
817,Austin Powers: The Spy Who Shagged Me,1999,95,$33000000,$44484973,Mid,$312016928,"Adventure, Comedy, Crime, Science Fiction"
6972,Australia,2008,165,$130000000,$99877119,High,$211787511,"Adventure, Drama, Romance"
14112,Auto Focus,2002,104,$7000000,$13017821,Low,$2062066,"Crime, Drama"
412741,Auto Shop of Horrors,2016,86,$1200,$2806,Low,$4300,"Comedy, Horror"
