Title,Release Year,Runtime,Budget,CPI Budget,Revenue,CPI budget,Budget Type,Genres
Our Brand Is Crisis,2015,108,"28,000,000.00","38,077,637.13","7,002,261.00","696,187,304.00",High,"Comedy, Drama"
Ex Machina,2015,108,"15,000,000.00","20,398,734.18","36,869,414.00","372,957,485.00",High,"Drama, Science Fiction"
The Gift,2015,108,"5,000,000.00","6,799,578.06","58,978,653.00","124,319,162.00",High,"Thriller, Mystery, Drama"
The Little Prince,2015,108,"64,000,000.00","87,034,599.16","97,571,250.00","1,591,285,267.00",High,"Adventure, Animation, Fantasy, Family"
Victor Frankenstein,2015,109,"40,000,000.00","54,396,624.47","34,227,298.00","994,553,292.00",High,"Drama, Science Fiction, Thriller"
Woman in Gold,2015,109,"11,000,000.00","14,959,071.73","61,619,773.00","273,502,155.00",High,Drama
Paper Towns,2015,109,"12,000,000.00","16,318,987.34","85,512,300.00","298,365,988.00",High,"Mystery, Drama, Romance"
Strangerland,2015,111,"10,000,000.00","13,599,156.12","111,107.00","248,638,323.00",High,"Drama, Thriller, Mystery"
Secret in Their Eyes,2015,111,"19,500,000.00","26,518,354.43","34,854,990.00","484,844,730.00",High,"Thriller, Mystery, Drama, Crime"
Max,2015,111,"20,000,000.00","27,198,312.24","43,967,255.00","497,276,646.00",High,"Adventure, Drama, Family"
Brooklyn,2015,111,"11,000,000.00","14,959,071.73","62,076,141.00","273,502,155.00",High,"Romance, Drama"
Pan,2015,111,"150,000,000.00","203,987,341.77","128,388,320.00","3,729,574,845.00",High,"Fantasy, Adventure, Family, Action"
99 Homes,2015,112,"8,000,000.00","10,879,324.89","1,411,927.00","198,910,658.00",High,Drama
The Age of Adaline,2015,112,"25,000,000.00","33,997,890.30","65,663,276.00","621,595,808.00",High,"Romance, Fantasy, Drama"
Dark Places,2015,113,"20,000,000.00","27,198,312.24","5,090,852.00","497,276,646.00",High,"Thriller, Mystery, Drama, Crime"
Macbeth,2015,113,"15,000,000.00","20,398,734.18","16,322,067.00","372,957,485.00",High,"Drama, War"
Point Break,2015,113,"105,000,000.00","142,791,139.24","133,718,711.00","2,610,702,392.00",High,"Action, Adventure, Crime, Thriller"
Run All Night,2015,114,"50,000,000.00","67,995,780.59","71,561,644.00","1,243,191,615.00",High,"Action, Crime, Thriller"
San Andreas,2015,114,"110,000,000.00","149,590,717.30","473,990,832.00","2,735,021,553.00",High,"Action, Drama, Thriller"
Last Knights,2015,115,"40,000,000.00","54,396,624.47","3,643,591.00","994,553,292.00",High,"Action, Adventure"
Pawn Sacrifice,2015,115,"19,000,000.00","25,838,396.62","5,578,519.00","472,412,814.00",High,"Thriller, Drama"
The Gunman,2015,115,"40,000,000.00","54,396,624.47","13,644,292.00","994,553,292.00",High,"Action, Drama, Crime"
Magic Mike XXL,2015,115,"14,800,000.00","20,126,751.05","117,813,057.00","367,984,718.00",High,"Comedy, Drama"
Ted 2,2015,115,"68,000,000.00","92,474,261.60","215,863,606.00","1,690,740,597.00",High,"Comedy, Fantasy"
Pitch Perfect 2,2015,115,"29,000,000.00","39,437,552.74","287,506,194.00","721,051,137.00",High,"Comedy, Music"
The Man from U.N.C.L.E.,2015,116,"75,000,000.00","101,993,670.89","108,145,109.00","1,864,787,423.00",High,"Comedy, Action, Adventure"
Self/less,2015,117,"26,000,000.00","35,357,805.91","31,807,156.00","646,459,640.00",High,"Science Fiction, Mystery, Thriller, Action"
Ant-Man,2015,117,"130,000,000.00","176,789,029.54","519,311,965.00","3,232,298,199.00",High,"Science Fiction, Action, Adventure"
Every Thing Will Be Fine,2015,118,"12,000,000.00","16,318,987.34","554,953.00","298,365,988.00",High,Drama
The Lobster,2015,118,"4,000,000.00","5,439,662.45","15,656,193.00","99,455,329.00",High,"Comedy, Drama, Romance"
The Dressmaker,2015,118,"11,930,000.00","16,223,793.25","25,003,426.00","296,625,519.00",High,"Drama, Comedy"
Room,2015,118,"13,000,000.00","17,678,902.95","35,401,758.00","323,229,820.00",High,"Drama, Thriller"
Carol,2015,118,"11,800,000.00","16,047,004.22","40,272,135.00","293,393,221.00",High,"Romance, Drama"
Sisters,2015,118,"30,000,000.00","40,797,468.35","105,011,053.00","745,914,969.00",High,Comedy
Jem and the Holograms,2015,119,"5,000,000.00","6,799,578.06","2,333,684.00","124,319,162.00",High,"Fantasy, Music, Family"
The Danish Girl,2015,119,"15,000,000.00","20,398,734.18","64,191,523.00","372,957,485.00",High,Drama
Crimson Peak,2015,119,"55,000,000.00","74,795,358.65","74,679,822.00","1,367,510,777.00",High,"Horror, Romance"
Insurgent,2015,119,"110,000,000.00","149,590,717.30","297,002,527.00","2,735,021,553.00",High,"Action, Adventure, Science Fiction, Thriller"
The 33,2015,120,"25,000,000.00","33,997,890.30","24,902,723.00","621,595,808.00",High,"Drama, History"
Love & Mercy,2015,120,"10,000,000.00","13,599,156.12","28,641,776.00","248,638,323.00",High,"Drama, Music, History"
War Room,2015,120,"3,000,000.00","4,079,746.84","67,790,117.00","74,591,497.00",High,"Drama, Romance"
Chappie,2015,120,"49,000,000.00","66,635,864.98","104,399,548.00","1,218,327,783.00",High,"Crime, Action, Science Fiction"
Spy,2015,120,"65,000,000.00","88,394,514.77","235,666,219.00","1,616,149,100.00",High,"Action, Comedy, Crime"
90 Minutes in Heaven,2015,121,"5,000,000.00","6,799,578.06","4,842,699.00","124,319,162.00",High,Drama
The Intern,2015,121,"35,000,000.00","47,597,046.41","194,564,672.00","870,234,131.00",High,Comedy
Everest,2015,121,"55,000,000.00","74,795,358.65","203,427,584.00","1,367,510,777.00",High,"Adventure, Drama, History"
Mad Max: Fury Road,2015,121,"150,000,000.00","203,987,341.77","378,858,340.00","3,729,574,845.00",High,"Action, Adventure, Science Fiction"
By the Sea,2015,122,"10,000,000.00","13,599,156.12","3,727,746.00","248,638,323.00",High,"Drama, Romance"
Steve Jobs,2015,122,"30,000,000.00","40,797,468.35","34,441,873.00","745,914,969.00",High,"Drama, History"
Sicario,2015,122,"30,000,000.00","40,797,468.35","84,872,444.00","745,914,969.00",High,"Action, Crime, Thriller"
The Second Best Exotic Marigold Hotel,2015,122,"10,000,000.00","13,599,156.12","85,978,266.00","248,638,323.00",High,"Drama, Comedy"
In the Heart of the Sea,2015,122,"100,000,000.00","135,991,561.18","93,920,758.00","2,486,383,230.00",High,"Thriller, Drama, Adventure, Action, History"
Woodlawn,2015,123,"12,000,000.00","16,318,987.34","14,394,097.00","298,365,988.00",High,Drama
Concussion,2015,123,"35,000,000.00","47,597,046.41","50,363,790.00","870,234,131.00",High,"Drama, History"
The Walk,2015,123,"35,000,000.00","47,597,046.41","61,181,942.00","870,234,131.00",High,"Drama, Crime, Comedy, Thriller"
Southpaw,2015,123,"30,000,000.00","40,797,468.35","91,709,827.00","745,914,969.00",High,"Action, Drama"
Black Mass,2015,123,"53,000,000.00","72,075,527.43","98,837,872.00","1,317,783,112.00",High,"Drama, Crime, History"
Trumbo,2015,124,"15,000,000.00","20,398,734.18","8,235,661.00","372,957,485.00",High,Drama
Joy,2015,124,"60,000,000.00","81,594,936.71","101,134,059.00","1,491,829,938.00",High,"Drama, Comedy"
Jurassic World,2015,124,"150,000,000.00","203,987,341.77","1,671,537,444.00","3,729,574,845.00",High,"Action, Adventure, Science Fiction, Thriller"
Truth,2015,125,"9,600,000.00","13,055,189.87","5,383,097.00","238,692,790.00",High,Drama
Trainwreck,2015,125,"35,000,000.00","47,597,046.41","140,795,793.00","870,234,131.00",High,"Comedy, Romance"
Fifty Shades of Grey,2015,125,"40,000,000.00","54,396,624.47","571,006,128.00","994,553,292.00",High,"Drama, Romance, Thriller"
Mi America,2015,126,"2,100,000.00","2,855,822.78","3,330.00","52,214,048.00",Mid,"Drama, Crime"
Terminator Genisys,2015,126,"155,000,000.00","210,786,919.83","440,603,537.00","3,853,894,007.00",High,"Science Fiction, Action, Thriller, Adventure"
Jupiter Ascending,2015,127,"176,000,003.00","239,345,151.76","183,987,723.00","4,376,034,560.00",High,"Science Fiction, Fantasy, Action"
Queen of the Desert,2015,128,"15,000,000.00","20,398,734.18","1,592,853.00","372,957,485.00",High,"Drama, Adventure, History"
The Longest Ride,2015,128,"34,000,000.00","46,237,130.80","63,013,281.00","845,370,298.00",High,"Drama, Romance"
Stonewall,2015,129,"13,500,000.00","18,358,860.76","187,674.00","335,661,736.00",High,"Drama, History"
Spotlight,2015,129,"20,000,000.00","27,198,312.24","98,690,254.00","497,276,646.00",High,"Drama, History"
Tomorrowland,2015,130,"190,000,000.00","258,383,966.24","209,154,322.00","4,724,128,137.00",High,"Adventure, Family, Mystery, Science Fiction"
The Big Short,2015,131,"28,000,000.00","38,077,637.13","133,346,506.00","696,187,304.00",High,"Comedy, Drama"
Maze Runner: The Scorch Trials,2015,131,"61,000,000.00","82,954,852.32","312,296,056.00","1,516,693,770.00",High,"Science Fiction, Action, Thriller, Adventure"
Mission: Impossible - Rogue Nation,2015,131,"150,000,000.00","203,987,341.77","682,716,636.00","3,729,574,845.00",High,"Action, Adventure"
Legend,2015,132,"25,000,000.00","33,997,890.30","42,972,994.00","621,595,808.00",High,"Crime, Thriller"
Blackhat,2015,133,"70,000,000.00","95,194,092.83","17,752,940.00","1,740,468,261.00",High,"Crime, Thriller, Action"
Creed,2015,133,"37,000,000.00","50,316,877.64","173,567,581.00","919,961,795.00",High,"Action, Drama"
Star Wars: The Force Awakens,2015,136,"245,000,000.00","333,179,324.89","2,068,223,624.00","6,091,638,914.00",High,"Adventure, Action, Science Fiction"
Child 44,2015,137,"50,000,000.00","67,995,780.59","3,324,330.00","1,243,191,615.00",High,"Crime, Thriller"
Beasts of No Nation,2015,137,"6,000,000.00","8,159,493.67","9,077,700.00","149,182,994.00",High,"Drama, War"
The Hunger Games: Mockingjay - Part 2,2015,137,"160,000,000.00","217,586,497.89","653,428,261.00","3,978,213,168.00",High,"Action, Adventure, Science Fiction"
Furious 7,2015,137,"190,000,000.00","258,383,966.24","1,515,341,399.00","4,724,128,137.00",High,"Action, Thriller, Crime"
Bridge of Spies,2015,141,"40,000,000.00","54,396,624.47","165,478,348.00","994,553,292.00",High,"Thriller, Drama"
The Martian,2015,141,"108,000,000.00","146,870,886.08","630,600,000.00","2,685,293,889.00",High,"Drama, Adventure, Science Fiction"
Avengers: Age of Ultron,2015,141,"365,000,000.00","496,369,198.31","1,405,403,694.00","9,075,298,790.00",High,"Action, Adventure, Science Fiction"
Straight Outta Compton,2015,147,"28,000,000.00","38,077,637.13","201,634,991.00","696,187,304.00",High,"Drama, Music, History"
Ah Boys to Men 3: Frogmen,2015,148,"2,020,000.00","2,747,029.54","5,520,000.00","50,224,941.00",Mid,"Comedy, Action"
Spectre,2015,148,"245,000,000.00","333,179,324.89","880,674,609.00","6,091,638,914.00",High,"Action, Adventure, Thriller"
The Revenant,2015,157,"135,000,000.00","183,588,607.59","532,950,503.00","3,356,617,361.00",High,"Western, Drama, Adventure"
The Hateful Eight,2015,188,"44,000,000.00","59,836,286.92","155,760,117.00","1,094,008,621.00",High,"Drama, Mystery, Western"
MASSIVE: The amazing rise and fall,2016,71,"16,381.00","21,998.32","12,000.00","38,298.00",Low,Documentary
The Fits,2016,72,"170,000.00","228,295.83","169,242.00","397,452.00",Low,Drama
Batman: The Killing Joke,2016,77,"3,500,000.00","4,700,208.33","3,775,000.00","8,182,844.00",Low,"Action, Animation, Crime, Drama"
Queens Of Combat QOC 12,2016,78,"13,230.00","17,766.79","13,230.00","30,931.00",Low,"Action, Drama"
Southside with You,2016,80,"1,500,000.00","2,014,375.00","6,628,603.00","3,506,933.00",Low,"Romance, Drama"
I Am Hooligan,2016,81,"60,000.00","80,575.00","120,000.00","140,277.00",Low,"Thriller, Action, Crime, Drama"
Bling,2016,81,"15,000,000.00","20,143,750.00","1,404,291.00","35,069,330.00",Mid,"Family, Animation"
Lights Out,2016,81,"4,900,000.00","6,580,291.67","148,868,835.00","11,455,981.00",Low,"Horror, Thriller, Mystery"
Grimsby,2016,83,"35,000,000.00","47,002,083.33","27,979,040.00","81,828,437.00",High,"Action, Comedy"
Jimmy Vestvood: Amerikan Hero,2016,84,"2,500,000.00","3,357,291.67","230,069.00","5,844,888.00",Low,Comedy
The Unknowns,2016,85,"15,000.00","20,143.75","33,145.00","35,069.00",Low,Documentary
Popstar: Never Stop Never Stopping,2016,86,"20,000,000.00","26,858,333.33","9,496,130.00","46,759,107.00",Mid,"Comedy, Music"
Norm of the North,2016,86,"7,000,000.00","9,400,416.67","17,062,499.00","16,365,687.00",Low,"Adventure, Animation, Comedy, Family"
The Shallows,2016,86,"17,000,000.00","22,829,583.33","119,100,758.00","39,745,241.00",Mid,"Horror, Drama, Thriller"
The Secret Life of Pets,2016,86,"75,000,000.00","100,718,750.00","875,457,937.00","175,346,651.00",High,"Adventure, Comedy, Animation, Family"
3 Generations,2016,87,"10,000,000.00","13,429,166.67","680,351.00","23,379,553.00",Mid,"Comedy, Drama"
Nine Lives,2016,87,"30,000,000.00","40,287,500.00","57,814,445.00","70,138,660.00",High,"Fantasy, Comedy, Family"
Storks,2016,87,"70,000,000.00","94,004,166.67","182,379,278.00","163,656,874.00",High,"Adventure, Animation, Comedy, Family"
White Girl,2016,88,"700,000.00","940,041.67","200,242.00","1,636,569.00",Low,Drama
The Hollars,2016,88,"3,800,000.00","5,103,083.33","1,016,985.00","8,884,230.00",Low,"Comedy, Drama, Romance"
Blood Father,2016,88,"13,000,000.00","17,457,916.67","6,903,033.00","30,393,420.00",Mid,"Action, Thriller, Drama"
The Perfect Weapon,2016,88,"8,000,000.00","10,743,333.33","17,000,000.00","18,703,643.00",Low,"Science Fiction, Action"
Ballerina,2016,89,"30,000,000.00","40,287,500.00","2,351,359.00","70,138,660.00",High,"Animation, Adventure, Comedy, Family"
Sleight,2016,89,"250,000.00","335,729.17","3,914,430.00","584,489.00",Low,"Drama, Thriller, Action, Science Fiction"
The Belko Experiment,2016,89,"5,000,000.00","6,714,583.33","10,166,820.00","11,689,777.00",Low,"Horror, Thriller"
Blair Witch,2016,89,"5,000,000.00","6,714,583.33","45,172,994.00","11,689,777.00",Low,"Thriller, Horror"
Sausage Party,2016,89,"19,000,000.00","25,515,416.67","140,705,322.00","44,421,152.00",Mid,"Adventure, Animation, Comedy, Fantasy"
Don't Breathe,2016,89,"9,900,000.00","13,294,875.00","159,047,649.00","23,145,758.00",Mid,"Thriller, Horror"
Lulu the Movie,2016,90,"1,500,000.00","2,014,375.00","650,000.00","3,506,933.00",Low,Comedy
Meet the Blacks,2016,90,"900,000.00","1,208,625.00","9,097,072.00","2,104,160.00",Low,"Comedy, Horror"
Rock Dog,2016,90,"60,000,000.00","80,575,000.00","9,420,546.00","140,277,321.00",High,"Adventure, Animation, Comedy, Family, Music"
Incarnate,2016,91,"5,000,000.00","6,714,583.33","6,341,855.00","11,689,777.00",Low,"Horror, Thriller"
Shut In,2016,91,"10,000,000.00","13,429,166.67","13,082,071.00","23,379,553.00",Mid,"Drama, Thriller"
The Boss,2016,91,"29,000,000.00","38,944,583.33","78,636,257.00","67,800,705.00",Mid,Comedy
Underworld: Blood Wars,2016,91,"35,000,000.00","47,002,083.33","81,093,313.00","81,828,437.00",High,"Fantasy, Action, Thriller, Horror"
Max Steel,2016,92,"10,000,000.00","13,429,166.67","6,272,403.00","23,379,553.00",Mid,"Action, Adventure, Science Fiction"
Morgan,2016,92,"8,000,000.00","10,743,333.33","8,810,591.00","18,703,643.00",Low,"Horror, Science Fiction, Thriller"
The Darkness,2016,92,"4,000,000.00","5,371,666.67","10,898,293.00","9,351,821.00",Low,"Horror, Thriller"
Friend Request,2016,92,"9,900,000.00","13,294,875.00","10,975,390.00","23,145,758.00",Mid,"Horror, Thriller"
Paris Can Wait,2016,92,"5,000,000.00","6,714,583.33","13,203,541.00","11,689,777.00",Low,"Comedy, Drama, Romance"
Bastille Day,2016,92,"20,000,000.00","26,858,333.33","14,397,593.00","46,759,107.00",Mid,Action
Fifty Shades of Black,2016,92,"20,000,000.00","26,858,333.33","21,164,799.00","46,759,107.00",Mid,"Romance, Comedy"
Middle School: The Worst Years of My Life,2016,92,"8,500,000.00","11,414,791.67","23,316,139.00","19,872,620.00",Low,"Family, Comedy"
Bad Santa 2,2016,92,"26,000,000.00","34,915,833.33","24,079,268.00","60,786,839.00",Mid,"Comedy, Crime, Drama, Mystery"
Neighbors 2: Sorority Rising,2016,92,"35,000,000.00","47,002,083.33","108,758,521.00","81,828,437.00",High,Comedy
Trolls,2016,92,"125,000,000.00","167,864,583.33","346,864,462.00","292,244,419.00",High,"Family, Animation, Fantasy, Adventure, Comedy, Music"
Kropemann,2016,93,"25,000.00","33,572.92","5,000.00","58,449.00",Low,Horror
Term Life,2016,93,"16,500,000.00","22,158,125.00","21,256.00","38,576,263.00",Mid,"Thriller, Drama, Action, Mystery"
Operation Avalanche,2016,94,"1,250,000.00","1,678,645.83","55,000.00","2,922,444.00",Low,"Thriller, Mystery, Comedy"
SEED: The Untold Story,2016,94,"650,000.00","872,895.83","209,752.00","1,519,671.00",Low,Documentary
Ratchet & Clank,2016,94,"20,000,000.00","26,858,333.33","8,821,329.00","46,759,107.00",Mid,"Action, Adventure, Animation, Family"
Love & Friendship,2016,94,"3,000,000.00","4,028,750.00","21,401,949.00","7,013,866.00",Low,"Drama, Romance, Comedy"
Masterminds,2016,94,"25,000,000.00","33,572,916.67","29,200,000.00","58,448,884.00",Mid,"Action, Comedy, Crime"
My Big Fat Greek Wedding 2,2016,94,"18,000,000.00","24,172,500.00","90,632,641.00","42,083,196.00",Mid,"Romance, Comedy"
Hacker,2016,95,"2,000,000.00","2,685,833.33","11,239.00","4,675,911.00",Low,"Crime, Drama, Thriller"
Mr. Right,2016,95,"8,000,000.00","10,743,333.33","34,694.00","18,703,643.00",Low,"Comedy, Action, Romance, Crime"
The Assignment,2016,95,"5,000,000.00","6,714,583.33","388,789.00","11,689,777.00",Low,"Action, Crime, Thriller"
Raw,2016,95,"3,800,000.00","5,103,083.33","3,098,251.00","8,884,230.00",Low,"Drama, Horror"
Green Room,2016,95,"5,000,000.00","6,714,583.33","3,769,214.00","11,689,777.00",Low,"Horror, Crime, Thriller"
The Forest,2016,95,"10,000,000.00","13,429,166.67","37,608,299.00","23,379,553.00",Mid,"Horror, Thriller, Mystery"
Ice Age: Collision Course,2016,95,"105,000,000.00","141,006,250.00","408,579,038.00","245,485,312.00",High,"Adventure, Animation, Family, Comedy, Science Fiction"
Kung Fu Panda 3,2016,95,"145,000,000.00","194,722,916.67","521,170,825.00","339,003,526.00",High,"Action, Adventure, Animation, Comedy, Family"
Going Furthur,2016,96,"75,000.00","100,718.75","15,000.00","175,347.00",Low,Documentary
On Wings of Eagles,2016,96,"12,000,000.00","16,115,000.00","155,111.00","28,055,464.00",Mid,"Drama, History, War"
The Opposite Sex,2016,96,"3,300,000.00","4,431,625.00","2,800,000.00","7,715,253.00",Low,Comedy
Kevin Hart: What Now?,2016,96,"9,900,000.00","13,294,875.00","23,600,000.00","23,145,758.00",Mid,Comedy
Nerve,2016,96,"19,000,000.00","25,515,416.67","85,241,496.00","44,421,152.00",Mid,"Mystery, Adventure, Crime"
Sully,2016,96,"60,000,000.00","80,575,000.00","240,797,623.00","140,277,321.00",High,"Drama, History"
Spirit of the Game,2016,97,"3,200,000.00","4,297,333.33","222,565.00","7,481,457.00",Low,Drama
A Hologram for the King,2016,97,"30,000,000.00","40,287,500.00","4,212,494.00","70,138,660.00",High,"Comedy, Drama"
Swiss Army Man,2016,97,"3,000,000.00","4,028,750.00","4,900,000.00","7,013,866.00",Low,"Comedy, Drama, Romance, Fantasy, Adventure"
When the Bough Breaks,2016,97,"10,000,000.00","13,429,166.67","30,658,387.00","23,379,553.00",Mid,"Mystery, Thriller, Drama, Horror"
Café Society,2016,97,"30,000,000.00","40,287,500.00","43,763,247.00","70,138,660.00",High,"Comedy, Drama, Romance"
The Boy,2016,97,"10,000,000.00","13,429,166.67","73,929,392.00","23,379,553.00",Mid,"Horror, Thriller, Mystery"
Collateral Beauty,2016,97,"36,000,000.00","48,345,000.00","88,528,280.00","84,166,393.00",High,"Drama, Romance"
The Angry Birds Movie,2016,97,"73,000,000.00","98,032,916.67","349,779,543.00","170,670,741.00",High,"Animation, Adventure, Comedy"
Finding Dory,2016,97,"200,000,000.00","268,583,333.33","1,028,570,889.00","467,591,070.00",High,"Adventure, Animation, Comedy, Family"
Collide,2016,98,"21,500,000.00","28,872,708.33","6,817,535.00","50,266,040.00",Mid,"Thriller, Action"
Mike and Dave Need Wedding Dates,2016,98,"33,000,000.00","44,316,250.00","77,068,246.00","77,152,527.00",High,Comedy
Money Monster,2016,98,"27,000,000.00","36,258,750.00","93,282,604.00","63,124,794.00",Mid,"Thriller, Drama"
Mechanic: Resurrection,2016,98,"40,000,000.00","53,716,666.67","125,729,635.00","93,518,214.00",High,"Action, Crime, Thriller"
Precious Cargo,2016,99,"10,500,000.00","14,100,625.00","567,064.00","24,548,531.00",Mid,"Action, Crime, Thriller"
Killing Poe,2016,99,"200,000.00","268,583.33","2,500,000.00","467,591.00",Low,"Comedy, Horror"
Ouija: Origin of Evil,2016,99,"9,000,000.00","12,086,250.00","81,705,746.00","21,041,598.00",Mid,Horror
London Has Fallen,2016,99,"60,000,000.00","80,575,000.00","205,754,447.00","140,277,321.00",High,"Action, Thriller"
The Meddler,2016,100,"3,200,000.00","4,297,333.33","4,267,218.00","7,481,457.00",Low,"Comedy, Drama"
Jackie,2016,100,"9,000,000.00","12,086,250.00","13,960,394.00","21,041,598.00",Mid,Drama
Keanu,2016,100,"15,000,000.00","20,143,750.00","20,609,977.00","35,069,330.00",Mid,"Action, Comedy, Crime"
Zoolander 2,2016,100,"50,000,000.00","67,145,833.33","56,722,693.00","116,897,767.00",High,"Comedy, Adventure, Action"
Bad Moms,2016,100,"20,000,000.00","26,858,333.33","183,936,074.00","46,759,107.00",Mid,Comedy
Hunt for the Wilderpeople,2016,101,"2,500,000.00","3,357,291.67","23,915,910.00","5,844,888.00",Low,"Adventure, Comedy, Drama"
31,2016,102,"1,500,000.00","2,014,375.00","850,419.00","3,506,933.00",Low,"Horror, Thriller"
Billy Yeager The Ineffable Enigma,2016,102,"165,000.00","221,581.25","2,350,000.00","385,763.00",Low,"Documentary, Music"
Hell or High Water,2016,102,"12,000,000.00","16,115,000.00","37,589,296.00","28,055,464.00",Mid,"Western, Crime, Drama"
Kubo and the Two Strings,2016,102,"60,000,000.00","80,575,000.00","76,249,438.00","140,277,321.00",High,"Animation, Adventure, Family"
Dirty Grandpa,2016,102,"11,500,000.00","15,443,541.67","94,073,028.00","26,886,487.00",Mid,Comedy
Ride Along 2,2016,102,"40,000,000.00","53,716,666.67","124,827,316.00","93,518,214.00",High,"Action, Comedy"
Hillsong: Let Hope Rise,2016,103,"10,000,000.00","13,429,166.67","2,600,000.00","23,379,553.00",Mid,"Documentary, Music"
A Street Cat Named Bob,2016,103,"8,000,000.00","10,743,333.33","17,900,000.00","18,703,643.00",Low,"Family, Drama"
Boo! A Madea Halloween,2016,103,"20,000,000.00","26,858,333.33","74,827,344.00","46,759,107.00",Mid,"Comedy, Horror"
Pete's Dragon,2016,103,"65,000,000.00","87,289,583.33","143,695,338.00","151,967,098.00",High,"Adventure, Family, Fantasy"
The Great Wall,2016,103,"150,000,000.00","201,437,500.00","331,957,105.00","350,693,302.00",High,"Action, Adventure, Fantasy"
Monster Trucks,2016,104,"125,000,000.00","167,864,583.33","64,493,915.00","292,244,419.00",High,"Action, Comedy, Science Fiction"
10 Cloverfield Lane,2016,104,"15,000,000.00","20,143,750.00","110,216,998.00","35,069,330.00",Mid,"Thriller, Science Fiction, Drama, Horror"
Bilal: A New Breed of Hero,2016,105,"30,000,000.00","40,287,500.00","1,750,000.00","70,138,660.00",High,"Action, Adventure, Animation, History"
The Edge of Seventeen,2016,105,"9,000,000.00","12,086,250.00","18,803,648.00","21,041,598.00",Mid,"Comedy, Drama"
Keeping Up with the Joneses,2016,105,"40,000,000.00","53,716,666.67","29,918,745.00","93,518,214.00",High,"Action, Comedy"
Office Christmas Party,2016,105,"45,000,000.00","60,431,250.00","114,501,299.00","105,207,991.00",High,Comedy
The Purge: Election Year,2016,105,"10,000,000.00","13,429,166.67","118,587,880.00","23,379,553.00",Mid,"Action, Horror, Thriller"
Shororipu 1,2016,106,"75,000.00","100,718.75","80,000.00","175,347.00",Low,"Horror, Mystery, Crime, Thriller"
Personal Shopper,2016,106,"6,000,000.00","8,057,500.00","1,305,195.00","14,027,732.00",Low,"Drama, Mystery, Thriller"
Misconduct,2016,106,"11,000,000.00","14,772,083.33","2,049,761.00","25,717,509.00",Mid,"Thriller, Drama, Mystery"
Sing Street,2016,106,"4,000,000.00","5,371,666.67","13,624,522.00","9,351,821.00",Low,"Comedy, Romance, Drama, Music"
Eddie the Eagle,2016,106,"23,000,000.00","30,887,083.33","46,152,411.00","53,772,973.00",Mid,"Comedy, Drama, History, Adventure"
"Hail, Caesar!",2016,106,"22,000,000.00","29,544,166.67","63,647,656.00","51,435,018.00",Mid,"Comedy, Crime"
The Jungle Book,2016,106,"175,000,000.00","235,010,416.67","966,550,600.00","409,142,186.00",High,"Family, Adventure, Drama, Fantasy"
Voiceless,2016,107,"250,000.00","335,729.17","418,940.00","584,489.00",Low,Drama
Certain Women,2016,107,"2,000,000.00","2,685,833.33","1,215,691.00","4,675,911.00",Low,Drama
Hillary's America: The Secret History of the Democratic Party,2016,107,"5,000,000.00","6,714,583.33","13,000,000.00","11,689,777.00",Low,"History, Documentary"
Risen,2016,107,"20,000,000.00","26,858,333.33","46,069,568.00","46,759,107.00",Mid,"Action, History, Adventure, Drama"
Skiptrace,2016,107,"32,000,000.00","42,973,333.33","58,500,000.00","74,814,571.00",High,"Action, Comedy, Thriller, Mystery"
Deepwater Horizon,2016,107,"110,000,000.00","147,720,833.33","121,790,373.00","257,175,088.00",High,"Drama, Action"
Central Intelligence,2016,107,"50,000,000.00","67,145,833.33","216,972,543.00","116,897,767.00",High,"Action, Comedy, Crime, Mystery"
Resident Evil: The Final Chapter,2016,107,"40,000,000.00","53,716,666.67","312,242,626.00","93,518,214.00",High,"Action, Horror, Science Fiction"
Moana,2016,107,"150,000,000.00","201,437,500.00","690,860,472.00","350,693,302.00",High,"Adventure, Comedy, Family, Animation"
The Bronze,2016,108,"3,500,000.00","4,700,208.33","615,816.00","8,182,844.00",Low,"Drama, Comedy"
Pride and Prejudice and Zombies,2016,108,"28,000,000.00","37,601,666.67","16,457,494.00","65,462,750.00",Mid,"Romance, Horror, Comedy, Thriller"
A Monster Calls,2016,108,"43,000,000.00","57,745,416.67","47,309,313.00","100,532,080.00",High,"Drama, Fantasy"
Sing,2016,108,"75,000,000.00","100,718,750.00","634,151,679.00","175,346,651.00",High,"Animation, Comedy, Family, Music"
Deadpool,2016,108,"58,000,000.00","77,889,166.67","783,100,000.00","135,601,410.00",High,"Action, Adventure, Comedy"
Denial,2016,109,"10,000,000.00","13,429,166.67","4,073,489.00","23,379,553.00",Mid,"Drama, History"
The Legend of Tarzan,2016,109,"180,000,000.00","241,725,000.00","356,743,061.00","420,831,963.00",High,"Fantasy, Action, Adventure"
Zootopia,2016,109,"150,000,000.00","201,437,500.00","1,023,784,195.00","350,693,302.00",High,"Animation, Adventure, Family, Comedy"
The Duel,2016,110,"10,000,000.00","13,429,166.67","4,500.00","23,379,553.00",Mid,"Western, Drama"
Florence Foster Jenkins,2016,110,"29,000,000.00","38,944,583.33","48,902,953.00","67,800,705.00",Mid,"Comedy, Drama"
How to Be Single,2016,110,"38,000,000.00","51,030,833.33","112,343,513.00","88,842,303.00",High,"Comedy, Romance"
Me Before You,2016,110,"20,000,000.00","26,858,333.33","207,945,075.00","46,759,107.00",Mid,"Drama, Romance"
